,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,Draft_Yr
86,Denver,From Orlando:  Eric Washington  Future 2nd Round Pick (1999),Orlando,From Denver:  Jason Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997
87,Vancouver,From Portland:  Cash Considerations,Portland,From Vancouver:  C.J. Bruton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997
88,Seattle,From Denver:  James Cotton  2nd Round Draft Pick (1998),Denver,From Seattle:  Bobby Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
90,1998 Draft Day Trades  Trades between teams sent and received  Toronto From Golden State:  Vince Carter  Cash Considerations Golden State From Toronto:  Antawn Jamison Dallas From Milwaukee:  Dirk Nowitzki  Pat Garrity Milwaukee From Dallas:  Robert Traylor Phoenix From Dallas:  Martin Muursepp  Pat Garrity  Bubba Wells  Unprotected 1st Round Pick (1999) Dallas From Phoenix:  Steve Nash Utah From Philadelphia:  Protected 1st Round Draft Pick  [Top 15 protected (1999)  Top 14 protected (2000)  Top 13 protected (2001)  Top #1 & #2 protected (2002 and beyond)] Philadelphia From Utah:  Nazr Mohammed San Antonio From Vancouver:  Antonio Daniels Vancouver From San Antonio:  Felipe Lopez  Carl Herrera Denver From LA Lakers:  Nick Van Exel  LA Lakers From Denver:  Tony Battie  Tyronn Lue LA Lakers From Phoenix:  Future Considerations Phoenix From LA Lakers:  Toby Bailey,1998 Draft Day Trades  Trades between teams sent and received  Toronto From Golden State:  Vince Carter  Cash Considerations Golden State From Toronto:  Antawn Jamison Dallas From Milwaukee:  Dirk Nowitzki  Pat Garrity Milwaukee From Dallas:  Robert Traylor Phoenix From Dallas:  Martin Muursepp  Pat Garrity  Bubba Wells  Unprotected 1st Round Pick (1999) Dallas From Phoenix:  Steve Nash Utah From Philadelphia:  Protected 1st Round Draft Pick  [Top 15 protected (1999)  Top 14 protected (2000)  Top 13 protected (2001)  Top #1 & #2 protected (2002 and beyond)] Philadelphia From Utah:  Nazr Mohammed San Antonio From Vancouver:  Antonio Daniels Vancouver From San Antonio:  Felipe Lopez  Carl Herrera Denver From LA Lakers:  Nick Van Exel  LA Lakers From Denver:  Tony Battie  Tyronn Lue LA Lakers From Phoenix:  Future Considerations Phoenix From LA Lakers:  Toby Bailey,1998 Draft Day Trades,Trades between teams sent and received,Toronto,From Golden State:  Vince Carter  Cash Considerations,Golden State,From Toronto:  Antawn Jamison,Dallas,From Milwaukee:  Dirk Nowitzki  Pat Garrity,Milwaukee,From Dallas:  Robert Traylor,Phoenix,From Dallas:  Martin Muursepp  Pat Garrity  Bubba Wells  Unprotected 1st Round Pick (1999),Dallas,From Phoenix:  Steve Nash,Utah,From Philadelphia:  Protected 1st Round Draft Pick  [Top 15 protected (1999)  Top 14 protected (2000)  Top 13 protected (2001)  Top #1 & #2 protected (2002 and beyond)],Philadelphia,From Utah:  Nazr Mohammed,San Antonio,From Vancouver:  Antonio Daniels,Vancouver,From San Antonio:  Felipe Lopez  Carl Herrera,Denver,From LA Lakers:  Nick Van Exel,LA Lakers,From Denver:  Tony Battie  Tyronn Lue,LA Lakers,From Phoenix:  Future Considerations,Phoenix,From LA Lakers:  Toby Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
91,1998 Draft Day Trades  Trades between teams sent and received  Toronto From Golden State:  Vince Carter  Cash Considerations Golden State From Toronto:  Antawn Jamison Dallas From Milwaukee:  Dirk Nowitzki  Pat Garrity Milwaukee From Dallas:  Robert Traylor Phoenix From Dallas:  Martin Muursepp  Pat Garrity  Bubba Wells  Unprotected 1st Round Pick (1999) Dallas From Phoenix:  Steve Nash Utah From Philadelphia:  Protected 1st Round Draft Pick  [Top 15 protected (1999)  Top 14 protected (2000)  Top 13 protected (2001)  Top #1 & #2 protected (2002 and beyond)] Philadelphia From Utah:  Nazr Mohammed San Antonio From Vancouver:  Antonio Daniels Vancouver From San Antonio:  Felipe Lopez  Carl Herrera Denver From LA Lakers:  Nick Van Exel  LA Lakers From Denver:  Tony Battie  Tyronn Lue LA Lakers From Phoenix:  Future Considerations Phoenix From LA Lakers:  Toby Bailey,1998 Draft Day Trades,Trades between teams sent and received,Toronto,From Golden State:  Vince Carter  Cash Considerations,Golden State,From Toronto:  Antawn Jamison,Dallas,From Milwaukee:  Dirk Nowitzki  Pat Garrity,Milwaukee,From Dallas:  Robert Traylor,Phoenix,From Dallas:  Martin Muursepp  Pat Garrity  Bubba Wells  Unprotected 1st Round Pick (1999),Dallas,From Phoenix:  Steve Nash,Utah,From Philadelphia:  Protected 1st Round Draft Pick  [Top 15 protected (1999)  Top 14 protected (2000)  Top 13 protected (2001)  Top #1 & #2 protected (2002 and beyond)],Philadelphia,From Utah:  Nazr Mohammed,San Antonio,From Vancouver:  Antonio Daniels,Vancouver,From San Antonio:  Felipe Lopez  Carl Herrera,Denver,From LA Lakers:  Nick Van Exel,LA Lakers,From Denver:  Tony Battie  Tyronn Lue,LA Lakers,From Phoenix:  Future Considerations,Phoenix,From LA Lakers:  Toby Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
93,1998 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
94,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
95,Toronto,From Golden State:  Vince Carter  Cash Considerations,Golden State,From Toronto:  Antawn Jamison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
96,Dallas,From Milwaukee:  Dirk Nowitzki  Pat Garrity,Milwaukee,From Dallas:  Robert Traylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
97,Phoenix,From Dallas:  Martin Muursepp  Pat Garrity  Bubba Wells  Unprotected 1st Round Pick (1999),Dallas,From Phoenix:  Steve Nash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
98,Utah,From Philadelphia:  Protected 1st Round Draft Pick  [Top 15 protected (1999)  Top 14 protected (2000)  Top 13 protected (2001)  Top #1 & #2 protected (2002 and beyond)],Philadelphia,From Utah:  Nazr Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
99,San Antonio,From Vancouver:  Antonio Daniels,Vancouver,From San Antonio:  Felipe Lopez  Carl Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
100,Denver,From LA Lakers:  Nick Van Exel,LA Lakers,From Denver:  Tony Battie  Tyronn Lue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
101,LA Lakers,From Phoenix:  Future Considerations,Phoenix,From LA Lakers:  Toby Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
103,1999 Draft Day Trades  Trades between teams sent and received  Atlanta From Philadelphia:  Future 1st Round Pick (TBA) Philadelphia From Atlanta:  Jumaine Jones Atlanta From Portland:  Cash Considerations Portland From Atlanta:  Roberto Bergersen Golden State From Indiana:  Vonteego Cummings  Future 1st Round Pick (TBA) Indiana From Golden State:  Jeff Foster Minnesota From Orlando:  Cash Considerations Orlando From Minnesota:  Louis Bullock San Antonio From Dallas:  Gordan Giricek  Future 2nd Round Pick (TBA) Dallas From San Antonio:  Leon Smith Seattle From Orlando:  Horace Grant  Two Future 2nd Round Picks (TBA) Orlando From Seattle:  Corey Maggette  Dale Ellis  Don MacLean  Billy Owens,1999 Draft Day Trades  Trades between teams sent and received  Atlanta From Philadelphia:  Future 1st Round Pick (TBA) Philadelphia From Atlanta:  Jumaine Jones Atlanta From Portland:  Cash Considerations Portland From Atlanta:  Roberto Bergersen Golden State From Indiana:  Vonteego Cummings  Future 1st Round Pick (TBA) Indiana From Golden State:  Jeff Foster Minnesota From Orlando:  Cash Considerations Orlando From Minnesota:  Louis Bullock San Antonio From Dallas:  Gordan Giricek  Future 2nd Round Pick (TBA) Dallas From San Antonio:  Leon Smith Seattle From Orlando:  Horace Grant  Two Future 2nd Round Picks (TBA) Orlando From Seattle:  Corey Maggette  Dale Ellis  Don MacLean  Billy Owens,1999 Draft Day Trades,Trades between teams sent and received,Atlanta,From Philadelphia:  Future 1st Round Pick (TBA),Philadelphia,From Atlanta:  Jumaine Jones,Atlanta,From Portland:  Cash Considerations,Portland,From Atlanta:  Roberto Bergersen,Golden State,From Indiana:  Vonteego Cummings  Future 1st Round Pick (TBA),Indiana,From Golden State:  Jeff Foster,Minnesota,From Orlando:  Cash Considerations,Orlando,From Minnesota:  Louis Bullock,San Antonio,From Dallas:  Gordan Giricek  Future 2nd Round Pick (TBA),Dallas,From San Antonio:  Leon Smith,Seattle,From Orlando:  Horace Grant  Two Future 2nd Round Picks (TBA),Orlando,From Seattle:  Corey Maggette  Dale Ellis  Don MacLean  Billy Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
104,1999 Draft Day Trades  Trades between teams sent and received  Atlanta From Philadelphia:  Future 1st Round Pick (TBA) Philadelphia From Atlanta:  Jumaine Jones Atlanta From Portland:  Cash Considerations Portland From Atlanta:  Roberto Bergersen Golden State From Indiana:  Vonteego Cummings  Future 1st Round Pick (TBA) Indiana From Golden State:  Jeff Foster Minnesota From Orlando:  Cash Considerations Orlando From Minnesota:  Louis Bullock San Antonio From Dallas:  Gordan Giricek  Future 2nd Round Pick (TBA) Dallas From San Antonio:  Leon Smith Seattle From Orlando:  Horace Grant  Two Future 2nd Round Picks (TBA) Orlando From Seattle:  Corey Maggette  Dale Ellis  Don MacLean  Billy Owens,1999 Draft Day Trades,Trades between teams sent and received,Atlanta,From Philadelphia:  Future 1st Round Pick (TBA),Philadelphia,From Atlanta:  Jumaine Jones,Atlanta,From Portland:  Cash Considerations,Portland,From Atlanta:  Roberto Bergersen,Golden State,From Indiana:  Vonteego Cummings  Future 1st Round Pick (TBA),Indiana,From Golden State:  Jeff Foster,Minnesota,From Orlando:  Cash Considerations,Orlando,From Minnesota:  Louis Bullock,San Antonio,From Dallas:  Gordan Giricek  Future 2nd Round Pick (TBA),Dallas,From San Antonio:  Leon Smith,Seattle,From Orlando:  Horace Grant  Two Future 2nd Round Picks (TBA),Orlando,From Seattle:  Corey Maggette  Dale Ellis  Don MacLean  Billy Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
106,1999 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
107,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
108,Atlanta,From Philadelphia:  Future 1st Round Pick (TBA),Philadelphia,From Atlanta:  Jumaine Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
109,Atlanta,From Portland:  Cash Considerations,Portland,From Atlanta:  Roberto Bergersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
110,Golden State,From Indiana:  Vonteego Cummings  Future 1st Round Pick (TBA),Indiana,From Golden State:  Jeff Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
111,Minnesota,From Orlando:  Cash Considerations,Orlando,From Minnesota:  Louis Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
112,San Antonio,From Dallas:  Gordan Giricek  Future 2nd Round Pick (TBA),Dallas,From San Antonio:  Leon Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
113,Seattle,From Orlando:  Horace Grant  Two Future 2nd Round Picks (TBA),Orlando,From Seattle:  Corey Maggette  Dale Ellis  Don MacLean  Billy Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
115,2000 Draft Day Trades  Trades between teams sent and received  Cleveland From Chicago:  Chris Mihm Chicago From Cleveland:  Jamal Crawford  Cash Considerations Houston From Milwaukee:  Jason Collier  Future 1st Round Pick  top 10 protected in 2001. Milwaukee From Houston:  Joel Przybilla Dallas From Orlando:  Courtney Alexander Orlando From Dallas:  2nd Round 31st Pick of 2000 Draft  Future 1st Round Pick lottery protected in 2001.  3 Million Dollars LA Clippers From Orlando:  Keyon Dooling  Corey Maggette  Derek Strong  2nd Round 31st Pick of 2000 Draft  Cash Considerations Orlando From LA Clippers:  Future 1st Round Pick  lottery protected. New York From Dallas:  Erick Strickland  Pete Mickeal Dallas From New York:  Donnell Harvey  John Wallace LA Clippers From Dallas:  Sean Rooks Dallas From LA Clippers:  Eric Murdock  2nd Round 31st Pick of 2000 Draft Houston From Dallas:  Dan Langhi Mavericks From Houston:  Eduardo Najera  Future 2nd Round Pick (2001) Boston From Seattle:  Josip Sesar Seattle From Boston:  Two Future 2nd Round Picks (TBA) San Antonio From LA Lakers:  Two Future 2nd Round Picks (TBA) LA Lakers From San Antonio:  Cory Hightower,2000 Draft Day Trades  Trades between teams sent and received  Cleveland From Chicago:  Chris Mihm Chicago From Cleveland:  Jamal Crawford  Cash Considerations Houston From Milwaukee:  Jason Collier  Future 1st Round Pick  top 10 protected in 2001. Milwaukee From Houston:  Joel Przybilla Dallas From Orlando:  Courtney Alexander Orlando From Dallas:  2nd Round 31st Pick of 2000 Draft  Future 1st Round Pick lottery protected in 2001.  3 Million Dollars LA Clippers From Orlando:  Keyon Dooling  Corey Maggette  Derek Strong  2nd Round 31st Pick of 2000 Draft  Cash Considerations Orlando From LA Clippers:  Future 1st Round Pick  lottery protected. New York From Dallas:  Erick Strickland  Pete Mickeal Dallas From New York:  Donnell Harvey  John Wallace LA Clippers From Dallas:  Sean Rooks Dallas From LA Clippers:  Eric Murdock  2nd Round 31st Pick of 2000 Draft Houston From Dallas:  Dan Langhi Mavericks From Houston:  Eduardo Najera  Future 2nd Round Pick (2001) Boston From Seattle:  Josip Sesar Seattle From Boston:  Two Future 2nd Round Picks (TBA) San Antonio From LA Lakers:  Two Future 2nd Round Picks (TBA) LA Lakers From San Antonio:  Cory Hightower,2000 Draft Day Trades,Trades between teams sent and received,Cleveland,From Chicago:  Chris Mihm,Chicago,From Cleveland:  Jamal Crawford  Cash Considerations,Houston,From Milwaukee:  Jason Collier  Future 1st Round Pick  top 10 protected in 2001.,Milwaukee,From Houston:  Joel Przybilla,Dallas,From Orlando:  Courtney Alexander,Orlando,From Dallas:  2nd Round 31st Pick of 2000 Draft  Future 1st Round Pick lottery protected in 2001.  3 Million Dollars,LA Clippers,From Orlando:  Keyon Dooling  Corey Maggette  Derek Strong  2nd Round 31st Pick of 2000 Draft  Cash Considerations,Orlando,From LA Clippers:  Future 1st Round Pick  lottery protected.,New York,From Dallas:  Erick Strickland  Pete Mickeal,Dallas,From New York:  Donnell Harvey  John Wallace,LA Clippers,From Dallas:  Sean Rooks,Dallas,From LA Clippers:  Eric Murdock  2nd Round 31st Pick of 2000 Draft,Houston,From Dallas:  Dan Langhi,Mavericks,From Houston:  Eduardo Najera  Future 2nd Round Pick (2001),Boston,From Seattle:  Josip Sesar,Seattle,From Boston:  Two Future 2nd Round Picks (TBA),San Antonio,From LA Lakers:  Two Future 2nd Round Picks (TBA),LA Lakers,From San Antonio:  Cory Hightower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
